"id","num_deposit","total_deposit","num_borrow","total_borrow","num_repay","total_repay","num_withdraw","total_withdraw","num_liquidated","total_liquidated","num_liquidating","total_liquidating","num_contracts","num_projects","num_tweets","avg_likes","avg_retweets","num_hashtags"
"0x1_0x2f161ffe1557f4a4d0ab7b9723c4463e04e52fdc","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x281db12cbd8ca9bfb885af4a17ccd154773bc097","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3868a032f1b08727cc975cfc50ab196e6544bd66","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x588089055e95413cff73f881995444fa4c5af4a1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2dc52c71b84ad65a7ab7f6384e05d0537ea50d50","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2aea643bba7f06c661b20502db94c1366b14dcbb","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4c7f61345076aacb1d89a9adcbcdf48cba637986","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x52b07edf7f17dbdcce3dc74d64959179c0fd88c0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2b3eb3d58226e36b05d641d8dca40647add2562d","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x388815d1a1760e9abbcd2c10722ed9042bf6c2e6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3cc90f6e2d6fab5c706b73b6e280514479db375e","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x40e4b1504f53d7c3d423c048248a23c1b669b5d4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x30d4ea761d8b58bbab53ca889eb15635edef6921","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2a53e0375dd38b4465081d48ed9e44fa0934c919","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2c39ef0abd373857ff2d56991af1b2084ab19366","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2b612cb53f1064c7a18f206d5e365bc356a09982","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x36f072f5b3aebac5b62c102b1cddd0d264db5abf","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2defb70d73b44a60d907a39cd259f45bf8ff1daf","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2b926f4f336ad53d2aa1a6cf08a379c4361f430a","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3ad8327f61eb5c6495fb31cd28e9040478f4be6f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x51b78fef09cb72e1e4433ca892e35b15d772fc30","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3363868ff8662c52c1161cd87ed3523516e5b37f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x27c561d37a9163ffeafb9fc9999f088ae4544f3b","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x264da2d6c7d6e5f0eaa3537a8f1e06fbcdbcaa01","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x448f166f05f5dbc6d0883daa8574546d1af3195e","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4e9fc98070d033c5e605c7ffa499ca10cc09e78e","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3af40a4589466c025dc218a8d7fa06ca8d20ffc9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4d4737072d362111050179b906fd84a79d93f07c","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x453e9f24e371273e5c56562a8a66b90aca19bc57","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2f882af69338da8bb04aea27b63977314c33f654","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3e37c9e9e99763c38e45630b7d3fd468d3b70815","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x440a47e74fb32274964d185b79194621d2b12c4c","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b4bda9e6540ecc42a16fe13b0a98776a9c839b4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3ec815475a0ce4a543ecf35b54158f2dbb4acc62","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x45a824bb5bc58e02228832fead5ad8d3316119bc","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b93bb5a28e415d3ddf23092875a1a7edaf2de41","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x31986cc00a24331b77c8d4951a97d6ddd28b12b2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x42faf785a554bc3f4b2b01f23ebca115c62648e7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x34bb737da8ea179d3d2de6c0912b61eb366b398f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4abfbc04aab44335bd99912c718b311fbc4d1bfd","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x47f3b03b9cefd6c4b5a32e4335e6db6820b239e4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4915971b63c05b3b98ca6d261cada47b5ddb2023","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4d8abc28237b7b24c13b0d4b85bf3d853f859ab3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3c984fa31135f07f47881e50481d3586f64a1030","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x42eccae913423420bce45f3a1452b6163c0cb2f9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3fb6f287651712c65f6ae96f671107249f327038","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x520683a5285c282361d26aa3da60b7b9b500398b","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4453d19c626ef8f244e2a1941e750bf0458f31cb","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3031f8d7c3ad647e39631f7fe4711e5ba8aa6780","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2ad58aa36bc1b053f2f95db34872ee76f9fe1b31","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x376236265185610ffdc1171ee09f4cf7ea705486","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x38bdf7276bba353620d8e6c3725ec2ec988fa614","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x501043512988cdcc6f73a3ed72e3d851002ef6b5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b6bbfe3b9b6c34fd5493697977896fc3feb980d","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x286c9876514b83cdd2723cbd7e6fe9335608dc04","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x39037c577d175ce3d524a9049f6e1aa449593f7f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4187d059f4da49453066aac309dc495935d1584c","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x343ebff528cfdf420cabccad80a73c202dafcd08","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4061a0dd56a2ab37c6ac3f1dfd9cc151f1581e9f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x30caf5aba66936b58071b694f990b0094e006201","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4e177ab476198c7028f8393494ded7747d784178","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b35b02cd7440198dae717a41cb61107fbf9d039","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3d55e8e7a442b884487603059ad0c216919cc763","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x27847a2b3e3fe6d9bec2f1881c6640d1da3a6127","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x561bfe7ef9fa1e5a364411240ca0e53fbae0fc5a","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x41b1ef1f9892186ec93599ffb7e0f68c75ef0c66","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4d5c4dda6292d19f1ca2142e5de7ece99461c50f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x38d431583b10c94a81bcaa0d86eb8869a238a075","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b43d03c83f704a9a7cb5dac4c0a4aa6c71bea4a","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x374ad590c787ddaecda6f8ca9fe9769595a9a35d","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4d83834163078314a7dc49ff4d576a06cdb4bf4a","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x495ad3f4ffff91531d3ebe48a9a2804bcfb2f2d4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x485d5e871592cbbf2aa97c3e7314baa94e719ab6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x25cb6eb23b6bdac6a53382bce16967157e9f799b","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4658d4fddaa817b72af66a5b40f021b5f7789b8d","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4de8d8d8d7593894a058ddf443bec2949152c58f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2647590b3829a2ed7c2636fde7c589ef72e02d9a","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2ed44740ee41f4156b61adc25175f7c50b46b053","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x4000e7e139f0640c249f1993d46533faf1f22ac9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x26b8c50f04627770466e6528491cd1fb694f1c76","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x26f551e00163c4716843ce473e6ec02eff9e6932","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x39828af5756e3f01c451069dffddc50afd6f3b1b","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x3b21994ab6fab93774e314c67af0281375280dd0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x34df75593347fac4640f5f386b7d9d778bfef17f","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x339145dca9cb20964201421bfb09d92efc641dd8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x31e4170cc0f09515ade79eec20bb28a6d529d5e7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x69f1ee7c2ceadfada2e131ebb79a6b0180038064","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x683a1606186ccc0423f46f6fbdf947f995c35e40","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x7672ef6a8040bbb8eeaea2377951898d166e733b","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x6df696db8cef3ec98e9c1042952f356e2859f3f5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x7653f41f6719471384986f99c2db3d2b65f7d58d","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x730da1ac8c9eac47afd67deb5bd575c549d97309","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x73a0463f7a24ae6d31c75a428dd2421ecfb6e5a5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x6a34e9fb072010adfafc27e8f6e55b8b32b214b9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x741af49f3c3d55e3cb21fbcd8bd47789b886e8c1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x7216040f9a9db960e5be06ecf3d35d171e8d3dba","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x502cb8985b2c92a8d4bf309cdaa89de9be442708","0","0.0","40","50618.0","0","0.0","0","0.0","0","0.0","0","0.0","6","1","1760","29.4125","23.662499999999998","0"
"0x1_0xc8355d0e2c265b2fe495ebbc0fc9ad992b40dc8f","2","0.16","2","4.0","2","1.0","2","0.02","0","0.0","0","0.0","2","1","640","29.41250000000004","23.662499999999987","0"
"0x1_0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6","10","2.782877039319536","2","6.0E-4","0","0.0","0","0.0","0","0.0","0","0.0","6","1","320","29.412500000000012","23.662499999999987","0"
"0x1_0xa848cfd057fe36df94ec2fe5e2201a162140bd10","0","0.0","0","0.0","0","0.0","0","0.0","2","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0xaebcbdffaee0e7b5c60c4118d2c7d0007a66c0f9","0","0.0","0","0.0","0","0.0","0","0.0","2","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0xf0002be189396b07b0ff1d5ee5f457f61e5c9129","0","0.0","0","0.0","0","0.0","0","0.0","3","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0xcb587d69d3efcd1f1ae2eb6fdd63711a7aea1090","0","0.0","0","0.0","0","0.0","0","0.0","3","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x5d93ee78d80db7824fd77f09d1bc142b7507ddcf","0","0.0","0","0.0","0","0.0","0","0.0","8","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x43b056a120a7e247059fbc509abb97633c032e0b","0","0.0","0","0.0","0","0.0","0","0.0","1","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x14c07a5f107a9d15a6c2d0c131dcb3933386503e","0","0.0","0","0.0","0","0.0","0","0.0","9","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0xf6bff1acae5c13488946e4e5d26e14cbd48bfccb","0","0.0","0","0.0","0","0.0","0","0.0","1","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x90281f9c9c174ffb065dcc78452e4d8a1930a26a","0","0.0","0","0.0","0","0.0","0","0.0","1","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x0d6a752cf1fc1211c4861500fa6e0081d414556c","0","0.0","0","0.0","0","0.0","0","0.0","2","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b","0","0.0","0","0.0","0","0.0","0","0.0","13","0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x2025a9196d6fa1011080845c6877f6460cdb302b","7","5922.663248539105","0","0.0","0","0.0","5","5977.3553330367085","0","0.0","0","0.0","6","1","400","29.41250000000001","23.662499999999994","0"
"0x1_0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10","3","18791.646378943922","2","64000.0","2","64025.80074209755","1","5000.0","0","0.0","0","0.0","3","1","240","29.41250000000001","23.662499999999984","0"
"0x1_0xbd9ed130a53cfafcf81502e4d35329a6c4d53410","7","110.86140222849828","4","52.0","3","51.909016227078126","6","519.2364109828308","0","0.0","0","0.0","6","1","1040","29.412500000000016","23.662499999999973","0"
"0x1_0xb7625573f98f436554fde189bba8f1cdb57a6b97","4","237.6921280243102","0","0.0","0","0.0","4","241.07413586976656","0","0.0","0","0.0","2","1","160","29.41250000000001","23.662499999999998","0"
"0x1_0x4654f56a64301b9b582f843f97332d96ead11ff8","0","0.0","20","54936.94565672011","0","0.0","0","0.0","0","0.0","0","0.0","6","1","1040","29.412500000000016","23.662499999999973","0"
"0x1_0x419385075dff229926a63812ac1adc397ac32e27","3","505.64177498177787","0","0.0","0","0.0","3","506.54374918178553","0","0.0","0","0.0","3","1","320","29.412500000000012","23.662499999999987","0"
"0x1_0xd79eb74e74784b77ffcfae69b6954f4ebe06ba9c","1","5.17815738146335E-4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","1","80","29.412500000000005","23.6625","0"
"0x1_0xb3fbe25be2e8ca097e9ac924e94af000dd3a5663","5","358.79405699999995","8","263.4520524765675","3","132.42827292255885","0","0.0","0","0.0","0","0.0","3","1","800","29.412500000000023","23.662499999999987","0"
"0x1_0x869ec00fa1dc112917c781942cc01c68521c415e","10","1023.5959842821314","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","2","560","65.33750000000003","29.1785714285714","1"
"0x1_0x789e8dd02ffccd7a753b048559d4fbea1e1a1b7c","2","879.500883","0","0.0","0","0.0","2","880.089466","0","0.0","0","0.0","2","1","320","29.412500000000012","23.662499999999987","0"
"0x1_0xb00b309332fe879d7c98b1f08ff8965790ddbe6d","1","0.01","0","0.0","0","0.0","1","0.01000034657768733","0","0.0","0","0.0","1","1","160","29.41250000000001","23.662499999999998","0"
"0x1_0x4da2e85d64bece663ccab06e89b970b6b077f22f","4","146670.02242544293","0","0.0","0","0.0","4","149052.26408057","0","0.0","0","0.0","4","1","480","29.412500000000026","23.662499999999987","0"
"0x1_0x27a41cb58ac08ca794279796a082cd55d567961c","2","110.0","0","0.0","0","0.0","1","116.30968874415395","0","0.0","0","0.0","1","0","0","0.0","0.0","0"
"0x1_0xc6f6c89f7f297b5230d2fd028ac06f0677c1857b","3","190.0","0","0.0","0","0.0","4","190.01395918527788","0","0.0","0","0.0","1","1","560","29.412500000000033","23.662499999999994","0"
"0x1_0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1","0","0.0","20","180705.942857","0","0.0","0","0.0","0","0.0","0","0.0","6","1","1200","29.412499999999994","23.66249999999998","0"
"0x1_0xbbd13ca6aace2a8eccbde88bc7849c3c6e4e172e","2","500.2","0","0.0","0","0.0","1","521.7488953102031","0","0.0","0","0.0","2","1","80","29.412500000000005","23.6625","0"
"0x1_0x53d6482610eb4caedbba48ef4559a5a9ad4266a0","2","1696.157661","0","0.0","0","0.0","1","1698.538111","0","0.0","0","0.0","1","1","240","29.41250000000001","23.662499999999984","0"
"0x1_0x293425f7e1f094cd06a264187d830b59e54cac1e","6","35180.92295069198","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2","1","160","29.41250000000001","23.662499999999998","0"
"0x1_0x29bc5fb2b177dd3432661ee5c67e7d7008350fcf","2","1672.5581","1","8.53","1","8.300487407976057","3","1672.6145367134095","0","0.0","0","0.0","3","1","240","29.41250000000001","23.662499999999984","0"
"0x1_0xb00b6a03d101c091bde56f910ee1983f068d65f8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
"0x1_0x57ef012861c4937a76b5d6061be800199a2b9100","0","0.0","20","284558.9989","0","0.0","0","0.0","0","0.0","0","0.0","3","0","0","0.0","0.0","0"
"0x1_0xfb6e0abd2a16cb598fb17e6cb60d1c66a80f8854","15","3351.34994988871","5","1735.7569688660901","0","0.0","0","0.0","0","0.0","0","0.0","5","1","880","29.412500000000012","23.662499999999977","0"
"0x1_0x1bb7951ba30eda67bf3e5d851fe5e0e6a01a14b5","11","9450.423276490246","0","0.0","0","0.0","9","3162.1390260605","0","0.0","0","0.0","4","1","1200","29.412499999999994","23.66249999999998","0"
"0x1_0xfde695f57f1800f6a6012038ba6263f436b3cf68","13","831.8801794317021","7","643.5589318798845","0","0.0","0","0.0","0","0.0","0","0.0","4","1","1280","29.412499999999987","23.662499999999977","0"
"0x1_0x0e462f46c1363366d520649681a0bb8083f92f61","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0","0.0","0.0","0"
